011	2	1	2	3	4	5	6	7	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	6	5	6	7	8	9	10	11	7	6	7	8	9	10	11	12	12	13	14	15	16	17	18	19	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	12	11	12	13	14	15	16	17	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22	18	17	18	19	20	21	22	23	19	18	19	20	21	22	23	24	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34	28	29	30	31	32	33	34	35	29	30	31	32	33	34	35	36
012	3	2	1	2	3	4	5	6	2	1	0	1	2	3	4	5	3	2	1	2	3	4	5	6	4	3	2	3	4	5	6	7	5	4	3	4	5	6	7	8	6	5	4	5	6	7	8	9	7	6	5	6	7	8	9	10	8	7	6	7	8	9	10	11	11	12	13	14	15	16	17	18	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	13	12	11	12	13	14	15	16	14	13	12	13	14	15	16	17	15	14	13	14	15	16	17	18	16	15	14	15	16	17	18	19	17	16	15	16	17	18	19	20	18	17	16	17	18	19	20	21	19	18	17	18	19	20	21	22	20	19	18	19	20	21	22	23	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34	28	29	30	31	32	33	34	35
013	4	3	2	1	2	3	4	5	3	2	1	0	1	2	3	4	4	3	2	1	2	3	4	5	5	4	3	2	3	4	5	6	6	5	4	3	4	5	6	7	7	6	5	4	5	6	7	8	8	7	6	5	6	7	8	9	9	8	7	6	7	8	9	10	10	11	12	13	14	15	16	17	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	14	13	12	11	12	13	14	15	15	14	13	12	13	14	15	16	16	15	14	13	14	15	16	17	17	16	15	14	15	16	17	18	18	17	16	15	16	17	18	19	19	18	17	16	17	18	19	20	20	19	18	17	18	19	20	21	21	20	19	18	19	20	21	22	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34
014	5	4	3	2	1	2	3	4	4	3	2	1	0	1	2	3	5	4	3	2	1	2	3	4	6	5	4	3	2	3	4	5	7	6	5	4	3	4	5	6	8	7	6	5	4	5	6	7	9	8	7	6	5	6	7	8	10	9	8	7	6	7	8	9	9	10	11	12	13	14	15	16	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	14	13	12	11	12	13	14	16	15	14	13	12	13	14	15	17	16	15	14	13	14	15	16	18	17	16	15	14	15	16	17	19	18	17	16	15	16	17	18	20	19	18	17	16	17	18	19	21	20	19	18	17	18	19	20	22	21	20	19	18	19	20	21	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33
015	6	5	4	3	2	1	2	3	5	4	3	2	1	0	1	2	6	5	4	3	2	1	2	3	7	6	5	4	3	2	3	4	8	7	6	5	4	3	4	5	9	8	7	6	5	4	5	6	10	9	8	7	6	5	6	7	11	10	9	8	7	6	7	8	8	9	10	11	12	13	14	15	7	8	9	10	11	12	13	14	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	16	15	14	13	12	11	12	13	17	16	15	14	13	12	13	14	18	17	16	15	14	13	14	15	19	18	17	16	15	14	15	16	20	19	18	17	16	15	16	17	21	20	19	18	17	16	17	18	22	21	20	19	18	17	18	19	23	22	21	20	19	18	19	20	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32
016	7	6	5	4	3	2	1	2	6	5	4	3	2	1	0	1	7	6	5	4	3	2	1	2	8	7	6	5	4	3	2	3	9	8	7	6	5	4	3	4	10	9	8	7	6	5	4	5	11	10	9	8	7	6	5	6	12	11	10	9	8	7	6	7	7	8	9	10	11	12	13	14	6	7	8	9	10	11	12	13	7	8	9	10	11	12	13	14	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	17	16	15	14	13	12	11	12	18	17	16	15	14	13	12	13	19	18	17	16	15	14	13	14	20	19	18	17	16	15	14	15	21	20	19	18	17	16	15	16	22	21	20	19	18	17	16	17	23	22	21	20	19	18	17	18	24	23	22	21	20	19	18	19	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31
017	8	7	6	5	4	3	2	1	7	6	5	4	3	2	1	0	8	7	6	5	4	3	2	1	9	8	7	6	5	4	3	2	10	9	8	7	6	5	4	3	11	10	9	8	7	6	5	4	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	6	7	8	9	10	11	12	13	5	6	7	8	9	10	11	12	6	7	8	9	10	11	12	13	7	8	9	10	11	12	13	14	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30
020	2	3	4	5	6	7	8	9	1	2	3	4	5	6	7	8	0	1	2	3	4	5	6	7	1	2	3	4	5	6	7	8	2	3	4	5	6	7	8	9	3	4	5	6	7	8	9	10	4	5	6	7	8	9	10	11	5	6	7	8	9	10	11	12	14	15	16	17	18	19	20	21	13	14	15	16	17	18	19	20	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34	28	29	30	31	32	33	34	35	29	30	31	32	33	34	35	36
021	3	2	3	4	5	6	7	8	2	1	2	3	4	5	6	7	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	6	5	6	7	8	9	10	11	13	14	15	16	17	18	19	20	12	13	14	15	16	17	18	19	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	11	10	11	12	13	14	15	16	12	11	12	13	14	15	16	17	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22	18	17	18	19	20	21	22	23	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34	28	29	30	31	32	33	34	35
022	4	3	2	3	4	5	6	7	3	2	1	2	3	4	5	6	2	1	0	1	2	3	4	5	3	2	1	2	3	4	5	6	4	3	2	3	4	5	6	7	5	4	3	4	5	6	7	8	6	5	4	5	6	7	8	9	7	6	5	6	7	8	9	10	12	13	14	15	16	17	18	19	11	12	13	14	15	16	17	18	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	12	11	10	11	12	13	14	15	13	12	11	12	13	14	15	16	14	13	12	13	14	15	16	17	15	14	13	14	15	16	17	18	16	15	14	15	16	17	18	19	17	16	15	16	17	18	19	20	18	17	16	17	18	19	20	21	19	18	17	18	19	20	21	22	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34
023	5	4	3	2	3	4	5	6	4	3	2	1	2	3	4	5	3	2	1	0	1	2	3	4	4	3	2	1	2	3	4	5	5	4	3	2	3	4	5	6	6	5	4	3	4	5	6	7	7	6	5	4	5	6	7	8	8	7	6	5	6	7	8	9	11	12	13	14	15	16	17	18	10	11	12	13	14	15	16	17	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	13	12	11	10	11	12	13	14	14	13	12	11	12	13	14	15	15	14	13	12	13	14	15	16	16	15	14	13	14	15	16	17	17	16	15	14	15	16	17	18	18	17	16	15	16	17	18	19	19	18	17	16	17	18	19	20	20	19	18	17	18	19	20	21	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33
024	6	5	4	3	2	3	4	5	5	4	3	2	1	2	3	4	4	3	2	1	0	1	2	3	5	4	3	2	1	2	3	4	6	5	4	3	2	3	4	5	7	6	5	4	3	4	5	6	8	7	6	5	4	5	6	7	9	8	7	6	5	6	7	8	10	11	12	13	14	15	16	17	9	10	11	12	13	14	15	16	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	13	12	11	10	11	12	13	15	14	13	12	11	12	13	14	16	15	14	13	12	13	14	15	17	16	15	14	13	14	15	16	18	17	16	15	14	15	16	17	19	18	17	16	15	16	17	18	20	19	18	17	16	17	18	19	21	20	19	18	17	18	19	20	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32
025	7	6	5	4	3	2	3	4	6	5	4	3	2	1	2	3	5	4	3	2	1	0	1	2	6	5	4	3	2	1	2	3	7	6	5	4	3	2	3	4	8	7	6	5	4	3	4	5	9	8	7	6	5	4	5	6	10	9	8	7	6	5	6	7	9	10	11	12	13	14	15	16	8	9	10	11	12	13	14	15	7	8	9	10	11	12	13	14	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	15	14	13	12	11	10	11	12	16	15	14	13	12	11	12	13	17	16	15	14	13	12	13	14	18	17	16	15	14	13	14	15	19	18	17	16	15	14	15	16	20	19	18	17	16	15	16	17	21	20	19	18	17	16	17	18	22	21	20	19	18	17	18	19	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31
026	8	7	6	5	4	3	2	3	7	6	5	4	3	2	1	2	6	5	4	3	2	1	0	1	7	6	5	4	3	2	1	2	8	7	6	5	4	3	2	3	9	8	7	6	5	4	3	4	10	9	8	7	6	5	4	5	11	10	9	8	7	6	5	6	8	9	10	11	12	13	14	15	7	8	9	10	11	12	13	14	6	7	8	9	10	11	12	13	7	8	9	10	11	12	13	14	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	16	15	14	13	12	11	10	11	17	16	15	14	13	12	11	12	18	17	16	15	14	13	12	13	19	18	17	16	15	14	13	14	20	19	18	17	16	15	14	15	21	20	19	18	17	16	15	16	22	21	20	19	18	17	16	17	23	22	21	20	19	18	17	18	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30
027	9	8	7	6	5	4	3	2	8	7	6	5	4	3	2	1	7	6	5	4	3	2	1	0	8	7	6	5	4	3	2	1	9	8	7	6	5	4	3	2	10	9	8	7	6	5	4	3	11	10	9	8	7	6	5	4	12	11	10	9	8	7	6	5	7	8	9	10	11	12	13	14	6	7	8	9	10	11	12	13	5	6	7	8	9	10	11	12	6	7	8	9	10	11	12	13	7	8	9	10	11	12	13	14	8	9	10	11	12	13	14	15	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29
030	3	4	5	6	7	8	9	10	2	3	4	5	6	7	8	9	1	2	3	4	5	6	7	8	0	1	2	3	4	5	6	7	1	2	3	4	5	6	7	8	2	3	4	5	6	7	8	9	3	4	5	6	7	8	9	10	4	5	6	7	8	9	10	11	15	16	17	18	19	20	21	22	14	15	16	17	18	19	20	21	13	14	15	16	17	18	19	20	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34	28	29	30	31	32	33	34	35
031	4	3	4	5	6	7	8	9	3	2	3	4	5	6	7	8	2	1	2	3	4	5	6	7	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	14	15	16	17	18	19	20	21	13	14	15	16	17	18	19	20	12	13	14	15	16	17	18	19	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	10	9	10	11	12	13	14	15	11	10	11	12	13	14	15	16	12	11	12	13	14	15	16	17	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22	20	21	22	23	24	25	26	27	21	22	23	24	25	26	27	28	22	23	24	25	26	27	28	29	23	24	25	26	27	28	29	30	24	25	26	27	28	29	30	31	25	26	27	28	29	30	31	32	26	27	28	29	30	31	32	33	27	28	29	30	31	32	33	34
